CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010331019","19","019","0001","0331","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","19","269","146","123","15","8","7","254","138","116","248","137","111","224","122","102","213","113","100","199","106","93","10","5","5","20","11","9","27","18","9","11","9",*,"14","7","7","27","15","12","70","53","29","24","84.25","56","178","35","76","73","74","71","73",*,*,"0.77","3.68","269","71","58","44","64","67","66","38","32","0",*,"7","0","8644"
"1901900010331018","19","019","0001","0331","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","18","362","181","181","20","10","10","342","171","171","335","167","168","302","155","147","286","146","140","273","140","133","13","7","6","27","9","18","38","17","21","16","9","7","13","6","7","45","22","23","90","65","32","33","100","76","256","30","100","94","96","90","94","6","0","0.82","3.85","362","90","74","49","69","88","81","50","36",*,*,"10",*,"9437"
"1901900010327030","19","019","0001","0327","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","30","134","65","69",*,"0",*,"133","65","68","130","62","68","120","56","64","115","54","61","112","53","59","6","4",*,"7","5",*,"11","6","5","5",*,"3","3",*,*,"19","8","11","31","31","18","13","106.15","19","101","14","42","38","39","35","38","4","0","0.78","3.53","134","38","26","22","25","38","28","21","18","0","0","7","0","4817"
"1901900010312020","19","019","0001","0312","020",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41900"
"1901900010331044","19","019","0001","0331","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","44","229","117","112","10","8",*,"219","109","110","215","108","107","192","98","94","181","93","88","171","88","83","6",*,"4","21","9","12","26","11","15","11","5","6","10","5","5","31","10","21","57","39","19","20","95.73","48","161","20","57","56","52","51","56","0",*,"0.85","4.09","229","55","38","35","46","54","52","30","25",*,"0","3","0","5888"
"1901900010312010","19","019","0001","0312","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","10","221","119","102","11","6","5","210","113","97","204","108","96","175","90","85","165","85","80","153","80","73","9","6","3","26","17","9","24","12","12","10","5","5","12","5","7","32","17","15","58","30","17","13","85.71","56","149","16","45","42","43","40","42",*,*,"1.1","5.26","221","41","25","8","24","38","28","14","7",*,*,"14","0","6288"
"1901900010026045","19","019","0001","0026","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","45","106","48","58","7",*,"5","99","46","53","96","45","51","90","42","48","84","41","43","81","40","41","5",*,"3","4",*,*,"10","3","7","6",*,"5","3",*,*,"8",*,"6","15","27","16","11","120.83","22","62","22","28","27","27","26","27",*,"0","0.94","3.93","106","24","15","10","11","23","15","10","5","3","3","12",*,"3503"
"1901900010011041","19","019","0001","0011","041",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","41","152","76","76","9","3","6","143","73","70","136","70","66","120","59","61","113","56","57","107","54","53","8","3","5","15","11","4","20","13","7","7","3","4","6",*,"4","25","14","11","41","16","10","6","100","39","98","15","35","31","34","30","31","3",*,"1.06","4.9","152","29","26","10","15","28","18","7","6","0",*,"12","0","4786"
"1901900010011040","19","019","0001","0011","040",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","40","191","95","96","6",*,"4","185","93","92","177","89","88","161","75","86","142","67","75","129","62","67","9","5","4","15","13",*,"29","17","12","19","8","11","13","5","8","26","9","17","47","18","9","9","101.05","49","131","11","47","41","45","39","41","5",*,"1.1","4.66","191","41","33","16","23","38","28","17","3","0",*,"13","0","5440"
"1901900010011039","19","019","0001","0011","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","39","68","29","39",*,*,"0","66","27","39","63","27","36","50","21","29","44","19","25","41","18","23","6","3","3","10","3","7","11","4","7","6",*,"4","3",*,*,"5",*,"3","11","6","4",*,"134.48","24","42",*,"16","12","16","12","12","3",*,"1.26","5.67","68","12","9",*,"9","10","8","5","3","0","0","4","0","8187"
"1901900010577061","19","019","0001","0577","061",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","61","106","59","47","3",*,*,"103","57","46","100","57","43","90","53","37","90","53","37","83","50","33","4",*,"3","9","3","6","6",*,"5","0","0","0","7","3","4","16","9","7","36","16","12","4","79.66","16","77","13","38","37","21","20","37",*,"0","0.5","2.86","106","36","24","32","28","36","33","21","27","0",*,"3","0","7759"
"1901900010026009","19","019","0001","0026","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","9","139","71","68","6","5",*,"133","66","67","130","65","65","118","58","60","113","57","56","105","50","55","5","3",*,"10","5","5","13","5","8","5",*,"4","8","7",*,"15","5","10","37","27","14","13","95.77","26","95","18","39","38","36","35","38",*,"0","0.85","3.66","139","36","26","13","23","33","26","10","3","0",*,"8","0","4578"
"1901900010011031","19","019","0001","0011","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","31","72","35","37",*,*,*,"70","34","36","69","34","35","66","33","33","66","33","33","62","30","32",*,"0",*,"3",*,*,*,"0",*,"0","0","0","4","3",*,"12","9","3","21","18","10","8","105.71","6","50","16","22","21","21","20","21","0",*,"0.88","3.43","72","19","12","6","13","19","10","7",*,*,"0","10","0","2041"
"1901900010596006","19","019","0001","0596","006",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6965"
"1901900010331001","19","019","0001","0331","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","1","72","39","33",*,*,*,"70","38","32","68","37","31","63","34","29","58","31","27","57","31","26",*,*,*,"5","3",*,"7","4","3","5","3",*,*,"0",*,"8","5","3","17","5","3",*,"84.62","14","56",*,"22","22","22","22","22","0","0","0.8","3.27","72","22","14","15","15","22","18","14","7","0","0","3","0","2539"
"1901900010327019","19","019","0001","0327","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","19","199","88","111","5","3",*,"194","85","109","191","83","108","173","79","94","167","76","91","162","75","87","5",*,"3","16","4","12","16","5","11","6","3","3","5",*,"4","23","11","12","37","42","19","23","126.14","32","144","23","55","54","55","54","54",*,"0","0.81","3.69","199","54","36","28","39","50","42","26","21","0",*,"10","0","7342"
"1901900010609004","19","019","0001","0609","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","4","145","74","71","5",*,"3","140","72","68","137","72","65","122","64","58","120","63","57","110","56","54","6",*,"5","12","7","5","11","5","6",*,*,*,"10","7","3","21","13","8","45","9","3","6","95.95","25","114","6","40","39","36","35","39","0",*,"0.95","3.72","145","38","25","26","35","38","34","23","15",*,"0",*,"0","4135"
"1901900010609003","19","019","0001","0609","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","3","68","31","37",*,"0",*,"66","31","35","63","30","33","56","27","29","55","27","28","53","26","27","3",*,*,"7","3","4","6","3","3",*,"0",*,*,*,*,"9","4","5","19","4",*,*,"119.35","13","51","4","18","18","15","15","18","0","0","1","3.78","68","18","12","11","15","18","17","13","5","0","0",*,"0","1991"
"1901900010609002","19","019","0001","0609","002",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11538"
"1901900010609001","19","019","0001","0609","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","1","159","74","85","3",*,*,"156","73","83","152","73","79","140","71","69","136","69","67","130","67","63","5",*,"4","11",*,"10","11",*,"9","4",*,*,"6",*,"4","26","18","8","46","3",*,*,"114.86","23","136","0","42","40","42","40","40",*,"0","0.97","3.98","159","39","25","27","31","40","38","23","15",*,"0",*,"0","4007"
"1901900010488043","19","019","0001","0488","043",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","43","76","41","35","9","7",*,"67","34","33","65","34","31","57","27","30","53","26","27","47","22","25","4",*,*,"6","5",*,"7","4","3","4",*,"3","6","4",*,"9","4","5","19","3",*,*,"85.37","23","51",*,"17","17","17","17","17","0","0","1.36","4.47","76","17","11","4","6","15","7","4",*,"0",*,"10","0","3543"
"1901900010488039","19","019","0001","0488","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","39","151","82","69","9","3","6","142","79","63","130","71","59","111","59","52","107","58","49","101","55","46","15","9","6","16","11","5","15","7","8","4",*,"3","6","3","3","14","7","7","42","18","11","7","84.15","44","92","15","34","33","31","30","33","0",*,"1.13","4.58","151","32","16","12","18","32","20","10","8","0",*,"10","0","4192"
"1901900010488038","19","019","0001","0488","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","38","82","45","37","3",*,*,"79","44","35","77","43","34","63","32","31","58","27","31","55","25","30","4","3",*,"12","9","3","13","11",*,"5","5","0","3",*,*,"8","4","4","19","5",*,"3","82.22","24","56",*,"18","18","18","18","18","0","0","1.41","4.56","82","17","9","4","7","15","8",*,"4",*,*,"10","0","1751"
"1901900010488007","19","019","0001","0488","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","7","217","98","119","17","9","8","200","89","111","193","85","108","164","76","88","150","71","79","139","67","72","8","5","3","28","8","20","36","11","25","14","5","9","11","4","7","22","11","11","49","19","11","8","121.43","67","139","11","41","40","41","40","40","0",*,"1.28","5.43","217","36","26","10","21","31","19","10","0","3","5","20","3","4852"
"1901900010488006","19","019","0001","0488","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","6","106","55","51","9",*,"8","97","54","43","93","52","41","79","43","36","77","42","35","68","37","31","5","3",*,"13","8","5","9","5","4",*,*,*,"9","5","4","13","6","7","28","9","6","3","92.73","29","70","7","26","24","26","24","24",*,*,"1.19","4.42","106","23","16","3","11","23","12",*,*,*,"0","12","0","3530"
"1901900010488004","19","019","0001","0488","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","4","26","15","11",*,*,*,"24","14","10","21","11","10","19","11","8","18","10","8","16","9","7","3","3","0",*,"0",*,*,*,"0",*,*,"0",*,*,*,"4",*,*,"8",*,*,*,"73.33","8","16",*,"4","4","3","3","4","0","0","1.37","6.5","26","4",*,*,*,"4","3",*,*,"0","0",*,"0","1590"
"1901900010488001","19","019","0001","0488","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","1","45","24","21",*,*,"0","44","23","21","39","19","20","36","18","18","35","17","18","33","16","17","6","4",*,*,*,*,*,*,"0",*,*,"0",*,*,*,"6","5",*,"12","6",*,"4","87.5","10","29","6","13","13","13","13","13","0","0","0.94","3.46","45","11","8","4","4","11","9","3",*,"0",*,"4","0","3022"
"1901900010331057","19","019","0001","0331","057",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","57","65","32","33","3",*,*,"62","31","31","62","31","31","57","28","29","57","28","29","56","27","29","0","0","0","5","3",*,"4","3",*,"0","0","0",*,*,"0","13","6","7","15","12","8","4","103.13","8","49","8","19","16","16","13","16",*,*,"0.89","4.06","65","14","15","9","10","16","11","5",*,"0","0","3","0","24886"
"1901900010331034","19","019","0001","0331","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","34","157","70","87","10","4","6","147","66","81","145","65","80","129","59","70","125","57","68","120","55","65",*,*,*,"16","6","10","19","8","11","4",*,*,"5",*,"3","28","13","15","39","17","6","11","124.29","32","118","7","35","32","33","30","32","3","0","1.02","4.91","157","31","19","14","20","32","27","18","8",*,"0","4","0","3671"
"1901900010331030","19","019","0001","0331","030",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8879"
"1901900010331029","19","019","0001","0331","029",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11121"
"1901900010327050","19","019","0001","0327","050",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","50","135","62","73","5",*,"3","130","60","70","128","60","68","115","56","59","112","55","57","105","53","52","3","0","3","12","4","8","13","5","8","3",*,*,"7",*,"5","17","8","9","27","19","13","6","117.74","23","103","9","33","33","31","31","33","0","0","0.82","4.09","135","32","25","17","27","31","31","18","13","0","0",*,"0","11408"
"1901900010327049","19","019","0001","0327","049",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","49","71","42","29","3",*,*,"68","40","28","65","40","25","53","37","16","51","35","16","48","33","15","5","0","5","10","3","7","9","5","4",*,*,"0","3",*,*,"5","4",*,"25","10","7","3","69.05","20","45","6","19","16","18","15","16",*,*,"0.93","4.44","71","15","8","10","10","14","14","10","8",*,"0",*,"0","2220"
"1901900010327048","19","019","0001","0327","048",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","48","61","30","31",*,*,*,"59","29","30","59","29","30","52","24","28","49","22","27","47","22","25",*,"0",*,"5","5","0","6","5",*,"3",*,*,*,"0",*,"3","0","3","12","14","7","7","103.33","12","42","7","21","20","20","19","20",*,"0","0.71","3.05","61","20","14","13","12","20","15","10","6","0","0","4","0","2239"
"1901900010327047","19","019","0001","0327","047",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","47","68","31","37","0","0","0","68","31","37","67","30","37","62","29","33","59","28","31","58","28","30",*,*,"0","5",*,"4","6",*,"4","3",*,*,*,"0",*,"7","3","4","14","18","8","10","119.35","9","52","7","20","20","18","18","20","0","0","0.8","3.4","68","20","12","15","15","18","18","14","7","0","0",*,"0","2475"
"1901900010327046","19","019","0001","0327","046",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","46","50","24","26","3",*,*,"47","23","24","46","23","23","44","22","22","43","21","22","42","21","21",*,"0",*,*,*,*,*,*,"0",*,*,"0",*,"0",*,"3",*,*,"7","14","8","6","108.33","7","35","8","20","20","18","18","20","0","0","0.66","2.5","50","20","8","11","18","18","18","10","5","0","0",*,"0","1551"
"1901900010327045","19","019","0001","0327","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","45","58","28","30",*,*,*,"56","27","29","55","27","28","54","26","28","52","24","28","52","24","28",*,"0",*,*,*,"0","3","3","0",*,*,"0","0","0","0","8","4","4","11","10","5","5","107.14","6","48","4","25","24","25","24","24",*,"0","0.64","2.42","58","24","7","12","18","21","17","13","4","0","0","6","0","2150"
"1901900010327043","19","019","0001","0327","043",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","43","81","40","41","6",*,"5","75","39","36","70","36","34","61","31","30","59","29","30","57","28","29","5","3",*,"9","5","4","8","5","3",*,*,"0",*,*,*,"6",*,"4","18","9","5","4","102.5","22","56","3","21","19","20","18","19",*,"0","1.14","4.26","81","19","7","9","13","17","15","11","3","0",*,"4","0","1439"
"1901900010331039","19","019","0001","0331","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","39","20","8","12","0","0","0","20","8","12","19","8","11","16","7","9","15","6","9","14","5","9",*,"0",*,"3",*,*,*,*,"0",*,*,"0",*,*,"0","4",*,*,"6","0","0","0","150","5","15","0","6","5","6","5","5",*,"0","1.25","4","20","5","3",*,*,"5","5","3",*,"0","0","0","0","1090"
"1901900010331045","19","019","0001","0331","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","45","212","107","105","10","7","3","202","100","102","194","98","96","176","89","87","170","85","85","165","82","83","15","5","10","11","6","5","13","8","5","6","4",*,"5","3",*,"29","14","15","48","34","16","18","98.13","42","155","15","54","50","51","47","50","3",*,"0.87","4.24","212","48","34","22","38","50","40","29","15",*,"0","6","0","5773"
"1901900010026060","19","019","0001","0026","060",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10291"
"1901900010026048","19","019","0001","0026","048",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","48","81","39","42","4",*,"3","75","37","38","75","37","38","65","33","32","64","32","32","61","31","30",*,*,"0","9","3","6","9","3","6",*,*,"0","3",*,*,"9","3","6","18","15","11","4","107.69","15","52","12","18","16","17","15","16",*,"0","1.08","5.06","81","15","10","4","10","12","7","5","3",*,"3","8",*,"1990"
"1901900010026047","19","019","0001","0026","047",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","47","66","32","34",*,*,*,"64","31","33","64","31","33","59","27","32","57","26","31","55","24","31",*,*,"0","4","3",*,"5","4",*,*,*,*,*,*,"0","4",*,*,"16","15","6","9","106.25","9","51","6","17","16","16","15","16","0",*,"0.83","4.13","66","15","12","6","9","12","9","4","5","0",*,"6","0","2459"
"1901900010026046","19","019","0001","0026","046",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","46","109","56","53","3",*,*,"104","54","50","100","51","49","87","43","44","84","43","41","77","39","38","4","3",*,"13","8","5","12","7","5","3","0","3","7","4","3","8",*,"7","22","29","18","11","94.64","23","64","20","24","24","23","23","24","0","0","0.91","4.54","109","22","11","6","15","19","17","9","3",*,*,"6",*,"3013"
"1901900010026019","19","019","0001","0026","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","19","116","48","68",*,*,*,"114","47","67","108","46","62","103","45","58","99","43","56","89","40","49","7",*,"5","4","0","4","6",*,"4","4",*,*,"10","3","7","7",*,"5","26","25","14","11","141.67","17","78","21","34","32","33","31","32",*,"0","0.78","3.63","116","31","18","7","19","30","21","11",*,"0",*,"11","0","4120"
"1901900010026018","19","019","0001","0026","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","18","48","23","25",*,"0",*,"45","22","23","44","21","23","40","19","21","40","19","21","40","19","21",*,*,"0","4",*,*,"3",*,*,"0","0","0","0","0","0",*,*,*,"8","15","8","7","108.7","6","31","9","16","16","13","13","16","0","0","0.69","3","48","15","11","7","12","13","12","9",*,*,*,"4",*,"3108"
"1901900010026016","19","019","0001","0026","016",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","16","95","54","41","3","3","0","91","51","40","87","49","38","78","43","35","77","42","35","75","42","33","5","3",*,"8","5","3","6","4",*,*,*,"0",*,"0",*,"6","3","3","17","32","22","10","75.93","17","59","18","27","27","15","15","27","0","0","0.75","3.52","95","27","19","16","21","25","23","15","13","0","0","3","0","2973"
"1901900010026014","19","019","0001","0026","014",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","14","60","25","35","0","0","0","60","25","35","58","25","33","54","24","30","53","23","30","51","23","28",*,"0",*,"4",*,"3","5",*,"3",*,*,"0",*,"0",*,"5",*,"3","12","15","8","7","140","7","43","10","19","19","16","16","19","0","0","0.65","3.16","60","17","10","11","14","17","15","10","7",*,*,"4",*,"2306"
"1901900010026013","19","019","0001","0026","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","13","45","21","24",*,*,*,"43","20","23","43","20","23","41","18","23","40","18","22","36","16","20","0","0","0",*,*,"0",*,*,*,*,"0",*,"4",*,*,"5",*,"3","11","10","5","5","114.29","5","32","8","13","10","11","8","10","3","0","0.82","4.5","45","10","3",*,"9","8","8","6",*,"0","0",*,"0","1813"
"1901900010026012","19","019","0001","0026","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","12","202","97","105","15","7","8","187","90","97","181","85","96","159","74","85","153","71","82","147","70","77","10","6","4","18","10","8","18","11","7","6","3","3","6",*,"5","34","14","20","51","29","18","11","108.25","49","135","18","52","51","50","49","51",*,"0","0.99","3.96","202","49","32","18","23","46","24","12","7",*,*,"24","0","5513"
"1901900010026011","19","019","0001","0026","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","11","173","94","79","10","4","6","163","90","73","157","87","70","146","82","64","137","76","61","127","70","57","7","3","4","10","5","5","15","9","6","9","6","3","10","6","4","23","11","12","51","34","21","13","84.04","36","110","27","44","42","42","40","42",*,"0","0.96","4.12","173","38","25","12","22","36","29","13","3",*,*,"12","0","4473"
"1901900010011021","19","019","0001","0011","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","21","137","64","73",*,"0",*,"135","64","71","132","62","70","118","56","62","113","53","60","107","49","58","3",*,*,"14","6","8","15","7","8","5","3",*,"6","4",*,"13","4","9","29","32","17","15","114.06","24","88","25","39","35","39","35","35",*,*,"0.91","3.91","137","34","25","10","18","27","17","12","5",*,"4","18","0","4819"
"1901900010011020","19","019","0001","0011","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","20","171","84","87","11","7","4","160","77","83","157","76","81","145","70","75","140","66","74","137","65","72","6",*,"5","9","6","3","13","10","3","5","4",*,"3",*,*,"33","16","17","42","36","19","17","103.57","31","108","32","45","44","43","42","44",*,"0","0.92","3.89","171","43","30","8","24","39","27","9","4","0",*,"17","0","4475"
"1901900010011018","19","019","0001","0011","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","18","141","69","72","6","3","3","135","66","69","133","66","67","115","59","56","106","53","53","96","48","48","3","0","3","17","7","10","18","8","10","9","6","3","10","5","5","17","8","9","35","25","14","11","104.35","35","87","19","35","35","31","31","35","0","0","0.9","4.03","141","33","26","11","22","25","22","8",*,*,"4","13",*,"3919"
"1901900010011017","19","019","0001","0011","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","17","204","105","99","6","5",*,"198","100","98","194","98","96","174","92","82","159","82","77","151","79","72","7",*,"5","17","6","11","24","11","13","15","10","5","8","3","5","26","10","16","52","39","24","15","94.29","45","132","27","46","44","43","41","44",*,"0","0.97","4.64","204","42","23","8","21","39","26","15","7",*,"3","17","0","4816"
"1901900010011016","19","019","0001","0011","016",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","16","181","94","87","4","3",*,"177","91","86","174","89","85","153","79","74","143","73","70","134","67","67","7","5",*,"17","7","10","19","11","8","10","6","4","9","6","3","19","10","9","47","36","18","18","92.55","38","121","22","48","46","48","46","46",*,*,"0.95","3.93","181","44","37","15","25","41","24","23","7",*,*,"21","0","4782"
"1901900010011015","19","019","0001","0011","015",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","15","187","90","97","8","4","4","179","86","93","174","82","92","155","73","82","149","71","78","137","64","73","6","4",*,"18","9","9","21","9","12","6",*,"4","12","7","5","25","13","12","49","24","13","11","107.78","38","133","16","53","52","52","51","52","0",*,"0.97","3.6","187","48","33","10","17","44","29","19","6",*,"3","18","0","4539"
"1901900010011002","19","019","0001","0011","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","2","204","97","107","9","3","6","195","94","101","189","92","97","172","85","87","159","79","80","153","77","76","11","4","7","12","5","7","20","10","10","13","6","7","6",*,"4","35","16","19","49","31","17","14","110.31","45","135","24","43","42","38","37","42",*,"0","1.07","4.86","204","40","37","14","26","32","25","9",*,"0","5","17","0","4655"
