CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010327026","19","019","0001","0327","026",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","26","151","73","78","3","0","3","148","73","75","147","73","74","139","69","70","135","66","69","130","64","66","3",*,*,"6","3","3","8","4","4","4","3",*,"5",*,"3","17","6","11","30","46","22","24","106.85","16","110","25","47","46","46","45","46",*,"0","0.72","3.28","151","46","26","25","38","45","39","24","13","0","0","6","0","5735"
"1901900010327025","19","019","0001","0327","025",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","25","72","38","34","3",*,*,"69","36","33","67","36","31","62","34","28","59","32","27","58","31","27","3",*,*,"4",*,"3","3",*,*,"3",*,*,*,*,"0","7","5",*,"18","8","4","4","89.47","13","57",*,"20","19","20","19","19",*,"0","0.87","3.79","72","19","10","11","16","17","17","17","8","0","0",*,"0","2561"
"1901900010327023","19","019","0001","0327","023",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11159"
"1901900010327022","19","019","0001","0327","022",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","22","177","89","88","3",*,*,"174","87","87","171","86","85","156","81","75","151","79","72","146","78","68","6",*,"5","12","5","7","14","6","8","5",*,"3","5",*,"4","15","8","7","39","47","27","20","98.88","26","127","24","55","50","51","46","50","4",*,"0.79","3.54","177","50","33","32","44","44","44","25","19","0","0","5","0","7002"
"1901900010327021","19","019","0001","0327","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","21","66","36","30",*,*,"0","65","35","30","64","34","30","60","31","29","58","30","28","57","29","28",*,*,"0","3",*,*,"4","3",*,*,*,*,*,*,"0","4","3",*,"16","16","8","8","83.33","8","47","11","30","29","26","25","29",*,"0","0.57","2.28","66","28","11","17","22","27","23","16","8","0",*,"6","0","3003"
"1901900010327020","19","019","0001","0327","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","20","52","31","21","4",*,*,"48","29","19","47","28","19","42","24","18","40","23","17","39","22","17",*,*,"0","4","3",*,"4","3",*,*,*,*,*,*,"0","7","6",*,"18","8","4","4","67.74","12","39",*,"15","14","14","13","14","0",*,"0.96","3.71","52","14","10","9","11","13","11","7","7","0","0","3","0","2510"
"1901900010327003","19","019","0001","0327","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","3","37","18","19","3","3","0","34","15","19","32","14","18","30","14","16","27","12","15","25","12","13","3",*,*,*,"0",*,"3",*,*,"3",*,*,*,"0",*,*,"0",*,"5","7","3","4","105.56","10","24","3","13","9","12","8","9","4","0","0.79","4.11","37","9","8","8","8","8","8","3","4","0","0",*,"0","1473"
"1901900010312009","19","019","0001","0312","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","9","66","34","32","5","3",*,"61","31","30","58","28","30","54","24","30","53","24","29","47","22","25","3","3","0","4","4","0",*,"0",*,*,"0",*,"6",*,"4","5",*,"4","14","7","5",*,"94.12","13","49","4","16","16","15","15","16","0","0","0.81","4.13","66","16","10","5","9","13","9",*,"3","0",*,"7","0","2006"
"1901900010312007","19","019","0001","0312","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","7","99","53","46","8","4","4","91","49","42","86","47","39","82","44","38","79","42","37","74","40","34","6",*,"4","3","3","0","5","4",*,"3",*,*,"5",*,"3","14","8","6","27","15","9","6","86.79","20","71","8","21","18","17","14","18",*,*,"1.05","5.5","99","17","12","9","12","15","13","8","4","0",*,"5","0","2081"
"1901900010312006","19","019","0001","0312","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","6","37","20","17","0","0","0","37","20","17","36","19","17","33","17","16","32","16","16","28","14","14",*,*,"0","3",*,*,"4","3",*,*,*,"0","4",*,*,"8","5","3","13","6","3","3","85","5","29","3","10","8","10","8","8",*,"0","0.9","4.63","37","8","7","3","4","6","5","3",*,"0",*,"3","0","1295"
"1901900010312005","19","019","0001","0312","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","5","136","66","70","5",*,"3","131","64","67","129","64","65","114","56","58","107","49","58","97","44","53","4",*,*,"13","6","7","16","11","5","7","7","0","10","5","5","17","9","8","32","22","10","12","106.06","29","94","13","26","25","24","23","25",*,"0","1.02","5.44","136","24","18","10","12","19","14","6","3",*,"3","10",*,"4227"
"1901900010312004","19","019","0001","0312","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","4","135","71","64","8",*,"6","127","69","58","120","65","55","92","52","40","85","48","37","82","46","36","11","6","5","24","11","13","24","12","12","7","4","3","3",*,*,"14","10","4","35","19","9","10","90.14","50","75","10","32","29","31","28","29","3","0","1.03","4.66","135","28","22","6","17","26","23","11","6","0","0","5","0","3715"
"1901900010312003","19","019","0001","0312","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","3","195","99","96","5","4",*,"190","95","95","182","91","91","153","78","75","143","72","71","130","64","66","11","4","7","26","13","13","29","15","14","10","6","4","13","8","5","22","9","13","47","32","17","15","96.97","52","125","18","39","39","37","37","39","0","0","1.11","5","195","36","29","16","26","31","24","16","3",*,"4","14",*,"5435"
"1901900010312002","19","019","0001","0312","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","2","94","47","47","6","3","3","88","44","44","84","41","43","71","39","32","67","36","31","64","34","30","6","3","3","11",*,"9","9","4","5","4","3",*,"3",*,*,"16","8","8","24","15","6","9","100","27","60","7","23","22","22","21","22",*,"0","1.06","4.27","94","22","14","6","13","16","13","8","5","0",*,"9","0","2839"
"1901900010331005","19","019","0001","0331","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","5","176","91","85","7","3","4","169","88","81","165","88","77","146","76","70","138","72","66","131","69","62","8","3","5","15","9","6","18","10","8","8","4","4","7","3","4","20","7","13","44","30","17","13","93.41","38","125","13","47","43","47","43","43","3",*,"0.91","4.09","176","42","28","21","32","40","35","24","17","0","0","8","0","6549"
"1901900010026056","19","019","0001","0026","056",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5388"
"1901900010026052","19","019","0001","0026","052",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","52","80","43","37","7","3","4","73","40","33","70","37","33","60","30","30","52","24","28","48","21","27","3","3","0","10","7","3","14","11","3","8","6",*,"4","3",*,"5","3",*,"18","8","5","3","86.05","28","45","7","14","14","14","14","14","0","0","1.33","5.71","80","12","7","6","7","9","8","3",*,*,"3","4",*,"1756"
"1901900010026051","19","019","0001","0026","051",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","51","71","39","32","0","0","0","71","39","32","67","37","30","63","37","26","63","37","26","60","34","26","5",*,"3","3","0","3",*,"0",*,"0","0","0","3","3","0","6","5",*,"19","20","10","10","82.05","8","55","8","22","22","21","21","22","0","0","0.7","3.23","71","19","16","14","16","20","15","11","9",*,*,"5",*,"2610"
"1901900010026050","19","019","0001","0026","050",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","50","77","40","37","4",*,*,"72","37","35","71","36","35","67","36","31","67","36","31","64","36","28",*,*,"0","4","0","4","3","0","3","0","0","0","3","0","3","6",*,"4","17","21","13","8","92.5","9","55","12","25","24","23","22","24","0",*,"0.78","3.21","77","24","15","10","21","22","17","14","8","0","0","7","0","3826"
"1901900010026049","19","019","0001","0026","049",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","49","125","65","60",*,"0",*,"124","65","59","120","63","57","109","56","53","103","51","52","100","49","51","6",*,"4","9","7",*,"14","11","3","6","5",*,"3",*,*,"19","11","8","35","17","8","9","92.31","22","92","11","30","27","27","24","27",*,*,"0.97","4.63","125","26","21","10","14","26","19","10","6",*,*,"8","0","3186"
"1901900010026031","19","019","0001","0026","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","31","231","120","111","8","4","4","223","116","107","218","115","103","198","103","95","186","100","86","174","92","82","10","3","7","15","10","5","24","11","13","12","3","9","12","8","4","36","18","18","70","37","23","14","92.5","45","158","28","64","60","59","55","60","4","0","0.97","3.85","231","54","31","25","36","53","46","25","10","4",*,"13",*,"5573"
"1901900010026030","19","019","0001","0026","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","30","151","74","77","13","4","9","138","70","68","133","68","65","115","63","52","110","59","51","106","57","49","9","4","5","14","3","11","14","6","8","5","4",*,"4",*,*,"19","10","9","33","32","18","14","104.05","41","88","22","37","35","36","34","35",*,*,"0.97","4.31","151","32","17","8","21","25","17","9",*,"3","4","18",*,"3963"
"1901900010026029","19","019","0001","0026","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","29","155","76","79","5",*,"3","150","74","76","141","69","72","123","60","63","112","54","58","105","51","54","13","8","5","14","6","8","20","10","10","11","6","5","7","3","4","10","4","6","33","29","16","13","103.95","43","90","22","41","37","38","34","37","4","0","0.94","4.19","155","37","15","9","14","33","19","11",*,"0","3","18","0","4121"
"1901900010026028","19","019","0001","0026","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","28","122","56","66","5",*,"4","117","55","62","116","55","61","105","50","55","102","48","54","92","44","48",*,*,*,"10","4","6","8","5","3","3",*,*,"10","4","6","8","3","5","31","27","14","13","117.86","20","81","21","32","31","31","30","31",*,"0","0.86","3.94","122","26","14","9","17","26","21","7",*,*,*,"8","0","4011"
"1901900010026026","19","019","0001","0026","026",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45523"
"1901900010026025","19","019","0001","0026","025",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96544"
"1901900010026023","19","019","0001","0026","023",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","23","192","106","86","8","5","3","184","101","83","175","99","76","154","86","68","142","79","63","135","73","62","12","4","8","18","11","7","24","16","8","12","7","5","7","6",*,"23","11","12","52","34","23","11","81.13","50","116","26","53","51","52","50","51",*,"0","0.91","3.76","192","48","30","15","32","42","35","10","7",*,*,"14",*,"5481"
"1901900010026003","19","019","0001","0026","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","3","83","45","38",*,*,*,"81","44","37","76","40","36","70","37","33","59","33","26","54","30","24","6","5",*,"5",*,"3","13","5","8","11","4","7","5","3",*,"15","8","7","21","10","6","4","84.44","24","52","7","16","16","15","15","16","0","0","1.2","5.19","83","16","5","6","7","15","10","7","4","0","0","6","0","2208"
"1901900010026002","19","019","0001","0026","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","2","185","106","79","9","6","3","176","100","76","169","98","71","149","89","60","140","82","58","136","79","57","11",*,"9","16","9","7","20","11","9","9","7",*,"4","3",*,"23","12","11","54","37","21","16","74.53","45","114","26","50","48","43","41","48",*,"0","0.89","3.85","185","45","26","17","30","40","27","14","9","0",*,"18","0","4713"
"1901900010026001","19","019","0001","0026","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","1","184","96","88","8","4","4","174","91","83","167","87","80","151","79","72","142","75","67","131","69","62","9","5","4","14","7","7","20","8","12","9","4","5","11","6","5","23","10","13","45","34","19","15","91.67","40","117","25","48","45","44","41","45","3","0","1.09","4.09","184","39","26","12","19","41","20","15","4",*,"3","24",*,"4742"
"1901900010011047","19","019","0001","0011","047",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","47","84","49","35","5","3",*,"79","46","33","75","45","30","61","37","24","55","33","22","55","33","22","6",*,"4","12","7","5","14","10","4","6","4",*,"0","0","0","7","5",*,"22","6","3","3","71.43","29","50","5","19","18","18","17","18","0",*,"1.27","4.67","84","18","18","6","11","18","13","4","6","0","0","5","0","2173"
"1901900010011046","19","019","0001","0011","046",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","46","76","46","30","3","3","0","73","43","30","70","41","29","57","31","26","54","29","25","50","27","23","6","4",*,"10","8",*,"10","7","3","3",*,*,"4",*,*,"9","5","4","23","4",*,*,"65.22","22","51","3","11","11","10","10","11","0","0","1.33","6.91","76","11","9","5","8","9","8","6","4","0",*,"3","0","1584"
"1901900010011030","19","019","0001","0011","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","30","58","24","34",*,"0",*,"57","24","33","56","23","33","52","20","32","51","19","32","49","18","31",*,*,"0","4","3",*,"3","3","0",*,*,"0",*,*,*,"11","3","8","10","13","6","7","141.67","7","41","10","18","16","17","15","16","0",*,"0.75","3.63","58","16","10","5","9","15","13","6",*,"0","0",*,"0","2417"
"1901900010011029","19","019","0001","0011","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","29","71","35","36","0","0","0","71","35","36","66","31","35","58","29","29","57","28","29","52","27","25","6","4",*,"7",*,"5","3",*,*,*,*,"0","5",*,"4","7",*,"5","19","15","9","6","102.86","14","44","13","27","25","26","24","25",*,"0","0.9","2.84","71","22","18","6","10","22","12","9","3",*,*,"12","0","2676"
"1901900010011026","19","019","0001","0011","026",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","26","138","66","72","3",*,*,"135","64","71","130","61","69","111","54","57","103","53","50","95","49","46","9","5","4","15","5","10","18","4","14","8",*,"7","8","4","4","19","9","10","36","22","12","10","109.09","35","85","18","29","29","25","25","29","0","0","0.97","4.76","138","29","21","6","16","24","19","9","3","0",*,"10","0","3348"
"1901900010011025","19","019","0001","0011","025",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","25","11","3","8","0","0","0","11","3","8","11","3","8","11","3","8","11","3","8","11","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",*,"0",*,"0",*,*,"0","266.67","0","11","0","3","3","3","3","3","0","0","0.73","3.67","11","3","3","0",*,"3",*,"0","0","0","0",*,"0","621"
"1901900010011024","19","019","0001","0011","024",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","24","176","84","92","8","3","5","168","81","87","163","78","85","152","73","79","145","71","74","136","65","71","8","4","4","8","4","4","13","4","9","7",*,"5","9","6","3","22","10","12","42","35","20","15","109.52","31","117","28","41","41","40","40","41","0","0","0.85","4.29","176","41","23","10","24","30","23","16","6","0","4","18","0","5010"
"1901900010011023","19","019","0001","0011","023",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","23","160","86","74","4","3",*,"156","83","73","150","80","70","132","70","62","117","61","56","109","58","51","10","5","5","14","8","6","23","15","8","15","9","6","8","3","5","12","8","4","40","33","19","14","86.05","43","93","24","38","36","38","36","36",*,*,"0.91","4.44","160","35","28","15","21","34","24","13","3","0",*,"12","0","4603"
"1901900010011022","19","019","0001","0011","022",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","22","91","48","43","4","3",*,"87","45","42","86","44","42","76","39","37","75","38","37","71","37","34",*,*,*,"9","5","4","7","4","3",*,*,"0","4",*,"3","13","6","7","20","24","15","9","89.58","16","61","14","25","22","24","21","22",*,*,"0.87","4.14","91","22","15","9","16","19","16","8","6","0","0","6","0","3351"
"1901900010011009","19","019","0001","0011","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","9","156","78","78","7","3","4","149","75","74","145","72","73","131","63","68","123","57","66","119","57","62","7","5",*,"11","7","4","14","8","6","8","6",*,"4","0","4","25","9","16","31","31","19","12","100","33","107","16","40","37","39","36","37",*,*,"0.88","4.22","156","35","33","9","21","32","24","5","10","0","0","12","0","4338"
"1901900010011008","19","019","0001","0011","008",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","8","182","92","90","9","5","4","173","87","86","166","81","85","148","72","76","141","69","72","129","62","67","9","7",*,"16","8","8","20","10","10","7","3","4","12","7","5","28","10","18","42","30","18","12","97.83","41","120","21","44","42","41","39","42",*,*,"0.92","4.33","182","41","33","15","26","37","31","9","6","0",*,"11","0","4401"
"1901900010011007","19","019","0001","0011","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","7","137","77","60","7","4","3","130","73","57","126","70","56","109","58","51","105","55","50","100","51","49","6","5",*,"15","10","5","14","9","5","4","3",*,"5","4",*,"12","6","6","27","32","17","15","77.92","32","85","20","33","33","32","32","33","0","0","0.82","4.15","137","33","24","10","24","28","24","5","6","0",*,"9","0","4420"
"1901900010011006","19","019","0001","0011","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","6","78","39","39",*,"0",*,"77","39","38","74","37","37","66","32","34","62","28","34","58","27","31","4","3",*,"7","4","3","8","7",*,"4","4","0","4",*,"3","8",*,"6","15","8","4","4","100","16","56","6","17","15","15","13","15","0",*,"1.11","5.2","78","15","8","4","10","11","10","3",*,"0",*,"5","0","2035"
"1901900010011005","19","019","0001","0011","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","5","197","97","100","9","5","4","188","92","96","182","89","93","157","79","78","150","77","73","139","69","70","9","5","4","22","8","14","21","7","14","7",*,"5","11","8","3","21","8","13","49","30","17","13","103.09","47","125","25","50","49","47","46","49",*,"0","1.03","4.02","197","48","28","17","31","41","33","19","5","0","4","13","0","5100"
"1901900010011004","19","019","0001","0011","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","4","164","84","80",*,*,"0","162","82","80","158","79","79","142","72","70","138","69","69","133","67","66","9","5","4","11","5","6","10","6","4","4","3",*,"5",*,"3","20","10","10","37","44","24","20","95.24","26","105","33","41","38","39","36","38",*,*,"0.86","4.32","164","37","26","9","22","32","23","19","7","0","0","15","0","4792"
"1901900010011003","19","019","0001","0011","003",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10396"
"1901900010011001","19","019","0001","0011","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","1","151","84","67","3",*,*,"148","83","65","140","79","61","122","68","54","111","63","48","108","61","47","11","6","5","15","9","6","21","13","8","11","5","6","3",*,*,"18","8","10","40","29","17","12","79.76","40","89","22","36","35","36","35","35","0",*,"0.96","4.31","151","32","25","5","20","23","20","5","3","3","5","14","0","4710"
"1901900010539009","19","019","0001","0539","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0539","9","175","80","95","10","6","4","165","74","91","161","72","89","145","64","81","136","60","76","128","58","70","8","4","4","12","6","6","13","6","7","9","4","5","8",*,"6","27","9","18","31","22","16","6","118.75","39","119","17","46","36","42","32","36","10","0","0.94","4.86","175","35","24","19","22","33","23","13","7","0",*,"10","0","14564"
"1901900010609008","19","019","0001","0609","008",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26650"
"1901900010609007","19","019","0001","0609","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","7","142","67","75","5",*,"3","137","65","72","134","64","70","120","59","61","114","56","58","105","53","52","5",*,"4","12","5","7","13","7","6","6","3","3","9","3","6","25","11","14","39","10","6","4","111.94","28","107","7","36","35","36","35","35","0",*,"0.98","4.06","142","32","26","23","28","35","31","19","11","0","0","3","0","3561"
"1901900010577053","19","019","0001","0577","053",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","53","86","46","40","5","4",*,"81","42","39","78","41","37","71","36","35","70","36","34","70","36","34","4",*,"3","6","5",*,"5","3",*,*,"0",*,"0","0","0","21","9","12","27","7","5",*,"86.96","16","64","6","32","29","31","28","29","3","0","0.47","2.97","86","29","18","27","21","29","29","23","28","0","0","0","0","5395"
"1901900010577052","19","019","0001","0577","052",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","52","58","28","30","4",*,*,"54","26","28","53","25","28","52","24","28","49","21","28","47","21","26",*,*,"0","0","0","0","3","3","0","3","3","0",*,"0",*,"11","5","6","20",*,"0",*,"107.14","9","48",*,"22","20","21","19","20",*,"0","0.45","2.9","58","20","13","20","16","20","20","10","18","0","0","0","0","2344"
"1901900010577051","19","019","0001","0577","051",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","51","68","29","39","0","0","0","68","29","39","68","29","39","65","28","37","65","28","37","64","28","36","0","0","0","3",*,*,*,*,"0","0","0","0",*,"0",*,"17","11","6","24","5",*,"4","134.48","3","63",*,"22","20","21","19","20",*,*,"0.55","3.4","68","20","13","19","15","20","19","9","17","0","0",*,"0","2432"
"1901900010577049","19","019","0001","0577","049",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3971"
"1901900010577041","19","019","0001","0577","041",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1589"
"1901900010577001","19","019","0001","0577","001",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262490"
"1901900010543039","19","019","0001","0543","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","39","45","20","25",*,"0",*,"44","20","24","44","20","24","37","16","21","36","15","21","35","15","20","0","0","0","7","4","3","7","4","3",*,*,"0",*,"0",*,"7","4","3","11","9","4","5","125","9","31","5","9","8","6","5","8","0",*,"1.36","5.63","45","8","5","4","5","6","6","3","3","0","0",*,"0","18505"
"1901900010026033","19","019","0001","0026","033",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18346"
"1901900010011011","19","019","0001","0011","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","11","200","97","103","7","5",*,"193","92","101","190","92","98","171","81","90","158","75","83","150","71","79","4",*,"3","18","10","8","26","14","12","13","6","7","8","4","4","23","12","11","49","36","19","17","106.19","42","129","29","47","44","43","40","44",*,*,"0.98","4.55","200","43","32","15","30","38","29","8","7",*,*,"14",*,"4820"
"1901900010577038","19","019","0001","0577","038",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13925"
"1901900010577062","19","019","0001","0577","062",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","62","3",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"2","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"11941"
